entityId,publishedAt,status,title,tags
3839351,2019-04-17T21:33:58-0300,True,"Empresária morre em acidente em Itapiranga, no Oeste de SC","sc-163, Itapiranga"
3829111,2019-04-17T21:13:46-0300,True,"Com atraso da reforma da Previdência na CCJ, dólar vai a R$ 3,935 ","reforma da previdência, Dólar, economia"
3837326,2019-04-17T21:08:27-0300,True,"Audiência com ministro para tratar de retomada de obras na BR-282, na região Oeste ","BR-282, BR-158, Chapecó, São Miguel do Oeste, Dnit"
3831911,2019-04-17T20:29:17-0300,True,Ciclista é atropelado por caminhão na SC-417 em Garuva,"Joinville, Destaque AN, garuva, acidente, atropelamento"
3822896,2019-04-17T19:54:31-0300,True,Governo autoriza uso da Força Nacional para segurança na Esplanada ,"brasília, Esplanada dos Ministérios, STF"
3817756,2019-04-17T19:43:08-0300,True,Daniel Costa usa exemplo do CSA e vê Criciúma na luta pelo acesso,"Destaque DC, Série B, Criciúma EC, Esportes, Criciúma"
3821166,2019-04-17T19:38:41-0300,True,"Petrobras anuncia aumento de R$ 0,10 no diesel ","combustíveis, diesel, petrobras, Destaque Hora SC"
3776141,2019-04-17T19:30:02-0300,True,Chapecoense ultrapassa Criciúma e Figueirense e disputa a quarta final seguida de Catarinense,"Esportes, Catarinense 2019, Chapecoense, Avaí, Destaque DC"
3815736,2019-04-17T19:22:39-0300,True,Moisés compra a briga pela redução dos repasses aos poderes,"Carlos Moisés da Silva, duodécimo"
3817516,2019-04-17T19:22:36-0300,True,Jovem de Corupá cogitado como possível vítima de Brumadinho é localizado ,"Joinville, Destaque AN, desaparecido, Brumadinho, Corupá"
3811271,2019-04-17T19:19:06-0300,True,Veja o que abre e o que fecha em Florianópolis no feriado da Sexta-Feira da Paixão,"comércio, Páscoa, Destaque Hora SC"
3808026,2019-04-17T19:17:49-0300,True,Fellipe Mateus almeja briga pelo acesso ao chegar no Figueirense,"Destaque DC, Destaque Hora SC, Futebol, Série B, Figueirense, Esportes"
3815396,2019-04-17T19:14:46-0300,True,Feriado de Páscoa terá atrações em diversas regiões do Estado,Destaque NSC
3815341,2019-04-17T19:14:41-0300,True,Assaltantes morrem em troca de tiros com a PM após roubarem loja em Navegantes ,"Destaque Santa, Polícia Militar, assalto"
3811531,2019-04-17T18:59:47-0300,True,Prefeitura de Brusque autoriza início da obra da Margem Esquerda da Beira-Rio ,"Brusque, margem esquerda, Beira-Rio, mobilidade"
3807391,2019-04-17T18:55:22-0300,True,Críticas em SC contra ministros Toffoli e Moraes sobre inquérito,"Dias Toffoli, alexandre moraes, inquérito"
3808051,2019-04-17T18:47:35-0300,True,"Combate à corrupção será prioridade, diz novo procurador-geral de Justiça de SC","Destaque NSC, mpsc, Destaque DC, Destaque AN, Destaque Santa, justiça"
3807386,2019-04-17T18:35:45-0300,True,Caminhão da Caixa renegocia dívidas até esta quinta-feira em Blumenau,"Blumenau, Caixa Econômica Federal, renegociação de dívida, finanças pessoais"
3806831,2019-04-17T18:28:19-0300,True,João Paulo prioriza título com o Avaí em vez de craque do Catarinense 2019,"Esportes, Avaí, Catarinense 2019, Destaque DC, Destaque Hora SC"
3806301,2019-04-17T18:26:19-0300,True,"Piscicultor doa uma tonelada de peixe para famílias carentes em Orleans, Sul de SC","doação, semana santa, Páscoa, sexta-feira santa, Orleans, sul de sc, peixe de água doce"
